Token	Gold annotation	Candidates	Prediction	Gold ann in candidates?	Correct?	sent id	sent date
Mr. Fieid	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2333	#document_date:1876	B-person
Haydn	Q7349	NIL Q7349 NIL	Q7349	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3049	#document_date:1826	B-person
Ciro riconosciuto	Q18325000	NIL NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_99	#document_date:1833	B-work-of-art
Rossini	Q9726	Q9726 Q3941641 Q3941643	Q3941641	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1416	#document_date:1828	B-person
Madame Pasta	Q240963	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_293	#document_date:1828	B-person
Mr. Bishop	Q1200639	Q611644 Q4917468 Q2296652 Q16147268 Q4917458 Q665487 Q7004498 Q2037770 Q29182 Q2296879 Q24207153 Q5131837 Q189854 Q2705093 Q4917464 Q4917463 Q992693 Q597396 Q1173602 Q852658 Q583637 Q25084820 Q134 Q1072868 Q683731 Q311358 Q866327	Q16147268	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_2353	#document_date:1826	B-person
Ermione	Q936702	Q20890518 Q936702 NIL	Q936702	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1418	#document_date:1828	B-opera
Nouvelle Methode de Violon , et de Musigue	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1933	#document_date:1825	B-publication
Capua	Q58477	Q58477 Q5037105	Q5037105	True	False	#document_id:DwightSJournalOfMusic__1873-016.txt_747	#document_date:1873	B-city
Chevalier de Lorraine	Q916954	Q916954	Q916954	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1645	#document_date:1825	B-person
Spohr	Q57226	NIL Q57226 NIL	Q57226	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_305	#document_date:1873	B-person
Schneider	Q213906	Q550170 Q62124 Q2247540 Q225038 Q504577 Q7431880 Q118431 Q1517546 Q2933455 Q2118167 Q11703653	Q62124	False	False	#document_id:DwightSJournalOfMusic__1873-016.txt_305	#document_date:1873	B-person
Ferri	Q80474	Q975452	Q975452	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-person
Matteucci	NIL	NIL NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-person
Guadagni	Q3094278	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-person
Farinelli	Q223744	Q5435320 Q1341293 Q223744 NIL	Q223744	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-person
cross of Calatrava	Q756910	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-organization
Spain	Q29	Q1432594 Q7572848 Q4825180 Q16254367 Q2306509 Q29 Q2905661 Q7572850 Q23709427 Q42267 Q1821882 Q16390686 Q7572851 Q205583	Q29	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-country
Athens	Q1524	Q211734 Q3477164 Q4813442 Q4813457 Q79439 Q844930 Q570807 Q3292481 Q977715 Q1524 Q4813447 Q755427 Q1130437 Q4813438 Q203263 Q2791349 Q3239684 Q578681 Q4813443 Q755420 Q472560 Q485588 Q4813456 Q755425 Q3709146 Q2218754	Q1524	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_2407	#document_date:1825	B-city
Crystal Palace	Q202902	Q122909 Q4982912 Q5191305 Q5191307 Q3360969 Q16988265 Q5191303 Q14875585 Q849197 Q2420025 Q11299205 Q19467 Q202902	Q122909	True	False	#document_id:TheMusicalTimes__1875-388.txt_1200	#document_date:1875	B-building
Madame Caradori	Q16065895	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2164	#document_date:1828	B-person
Mademoiselle Brambilla	Q3984325	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2164	#document_date:1828	B-person
Pellegrini	NIL	Q1358364 Q20735504 Q17330556 Q7161540 Q6040219	Q1358364	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2164	#document_date:1828	B-person
Mr. A. Sapio	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_2164	#document_date:1828	B-person
Rubini	Q941040	NIL NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-036.txt_362	#document_date:1843	B-person
Rev. Mr. Liston	Q5724966	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_28	#document_date:1828	B-person
London	Q84	Q6669774 Q1785229 Q3959711 Q5273606 Q20657974 Q935090 Q28868399 Q261303 Q14710970 Q1137312 Q3836562 Q45765 Q3836563 Q10569133 Q6669769 Q6669738 Q6669771 Q1001456 Q3836565 Q23306 Q7239605 Q60578265 Q1442133 Q783669 Q6669761 Q3061911 Q750084 Q1431928 Q1749384 Q6669767 Q1449564 Q5633181 Q6669736 Q6669757 Q79348 Q6669763 Q28163686 Q5123767 Q96239426 Q16001535 Q3258936 Q3284727 Q15056579 Q1363808 Q2477346 Q24045410 Q6669759 Q1749569 Q84 Q6669754 Q92561	Q84	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1206	#document_date:1824	B-city
Adelaide Phillips	Q4681758	Q4681758 NIL	Q4681758	True	True	#document_id:DwightSJournalOfMusic__1868-012.txt_1398	#document_date:1868	B-person
the Passion	Q237382	Q23022618 Q23579700 Q237382 Q25183747 Q7756261 Q6510647 Q1819008 Q7756260	Q6510647	True	False	#document_id:TheMusicalTimes__1876-397.txt_1887	#document_date:1876	B-music
Varesi	Q102075928	NIL NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1053	#document_date:1875	B-person
Rigoletto	Q189234	Q189234 Q19800856 Q19971267 Q7333857	Q189234	True	True	#document_id:TheMusicalTimes__1875-388.txt_1053	#document_date:1875	B-opera
Michel Richard Lalande	Q312979	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1679	#document_date:1825	B-person
Rebel	NIL	Q7302017 Q7302016 Q7759739 Q3980956 Q5051360 Q2473260 Q7982426 Q3126996 Q1344276 Q7302021 Q7759738 Q2536047 Q24174604 Q55631289 Q1195789 Q3226285 Q7302018 Q7759740 Q1063155 Q1196407 Q7883213 Q7302019 Q3421739 Q13406387 Q18636397 Q1365374 Q340780 Q3683506 Q7302020	Q7302016	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1679	#document_date:1825	B-person
Mr. Latovur	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_1421	#document_date:1828	B-person
Miss Edith Wynne	Q7422270	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_1005	#document_date:1875	B-person
Madame Patey	Q6153509	Q6153509 NIL	Q6153509	True	True	#document_id:TheMusicalTimes__1875-388.txt_1005	#document_date:1875	B-person
Mr. Lloyd	Q5344187	Q2562250 Q6662239 Q4264539 Q104340 Q530568 Q931864 Q6662240 Q6662243 Q2604144 Q2919888 Q5305934 Q16278508	Q6662239	False	False	#document_id:TheMusicalTimes__1875-388.txt_1005	#document_date:1875	B-person
Spectator	Q1790750	Q1790750 Q7575133 Q581322 Q7575141	Q1790750	True	True	#document_id:TheHarmonicon__1832-012.txt_256	#document_date:1832	B-magazine
Antoine Law	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1886	#document_date:1825	B-person
Amiens	Q41604	Q41604 Q14935333	Q41604	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1886	#document_date:1825	B-city
Mr. Cowper	Q315537	Q1074235 Q315537 Q5179801 Q1435974 Q1047779	Q315537	True	True	#document_id:TheHarmonicon__1828-001.txt_39	#document_date:1828	B-person
Mr. J. Wylde	NIL	NIL	NIL	True	True	#document_id:TheMusicalWorld__1843-029.txt_365	#document_date:1843	B-person
Devonshire - house	Q5267865	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2061	#document_date:1824	B-building
Venice	Q641	Q7919964 Q16310 Q641 Q773853 Q21160189 Q57325 Q962040 Q4948 Q579637 Q607094 Q7919970 Q7919969 Q1955035 Q783335	Q641	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1629	#document_date:1824	B-city
Soretti	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1149	#document_date:1828	B-person
M. Buium	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1833-005.txt_1889	#document_date:1833	B-person
Sir W. Scott	Q79025	Q79025 NIL	Q79025	True	True	#document_id:TheHarmonicon__1832-012.txt_1587	#document_date:1832	B-person
Bach	Q1339	Q18036478 Q4838674 Q1409748 Q584238 Q1430282 Q1072625 Q1861386 Q1339 Q679998	Q679998	True	False	#document_id:DwightSJournalOfMusic__1873-016.txt_709	#document_date:1873	B-person
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q21	True	True	#document_id:DwightSJournalOfMusic__1873-016.txt_709	#document_date:1873	B-country
M. Simard	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1824-016.txt_129	#document_date:1824	B-person
Mouret	NIL	Q1374893 Q66480	Q1374893	False	False	#document_id:TheHarmonicon__1824-016.txt_129	#document_date:1824	B-person
Hull	Q128147	Q2144766 Q8005311 Q5935783 Q202979 Q6413650 Q970714 Q5935771 Q2995979 Q2414193 Q2298464 Q14524280 Q3143016 Q128147 Q3143028 Q19477 Q13557299 Q11326220 Q6750281 Q1865434 Q5635201 Q731988 Q5933332 Q15451696 Q2422525	Q3143028	True	False	#document_id:TheMusicalTimes__1876-397.txt_1314	#document_date:1876	B-city
Allan Ramsay	Q654775	Q449460 Q560792 Q4730802 Q654775	Q560792	True	False	#document_id:TheHarmonicon__1828-001.txt_1109	#document_date:1828	B-person
‘ “ Tea - table Miscellany , ”	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1828-001.txt_1109	#document_date:1828	B-work-of-art
Dr. Clarke Whitfield	Q6226247	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_2925	#document_date:1824	B-person
Miss Wood	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2405	#document_date:1876	B-person
Messrs. Acomb	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_2405	#document_date:1876	B-person
Bowling	NIL	Q3177899 Q786125 Q597080 Q172809 Q895452	Q786125	False	False	#document_id:TheMusicalTimes__1876-397.txt_2405	#document_date:1876	B-person
Dresden	Q1731	Q649432 Q15215093 Q5306996 Q3039372 Q48050 Q1766514 Q1258457 Q24221 Q5306999 Q1258446 Q567391 Q1731 Q737444 Q206353	Q737444	True	False	#document_id:TheHarmonicon__1832-012.txt_1328	#document_date:1832	B-city
Mr. Moscheles	Q159551	NIL NIL	NIL	False	False	#document_id:TheHarmonicon__1832-012.txt_1610	#document_date:1832	B-person
Theatre of St. Benedetto	Q523565	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1475	#document_date:1825	B-theater
Gehring Jean Guillaume	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1280	#document_date:1824	B-person
Mr. T. M. Mudie	Q18577092	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-402.txt_1698	#document_date:1876	B-person
Royal Academy of Music	Q1144673	Q1473756 Q1144673 NIL	Q1144673	True	True	#document_id:TheMusicalTimes__1876-402.txt_1698	#document_date:1876	B-school
Her Royal Highness the Duchess of Cambridge	NIL	Q836810 NIL	Q836810	True	False	#document_id:TheMusicalWorld__1843-036.txt_785	#document_date:1843	B-person
the Italian Improvisiatori	Q6007897	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_1110	#document_date:1826	B-thing
St. Katherine ’s Hall	Q256754	NIL	NIL	False	False	#document_id:TheMusicalTimes__1876-397.txt_1317	#document_date:1876	B-university
Cambridge	Q350	Q16962385 Q1028261 Q1072690 Q3250639 Q5025323 Q988567 Q1028276 Q3450679 Q2415104 Q1000191 Q5159619 Q49111 Q5025332 Q965079 Q1000196 Q1028267 Q5025343 Q5025320 Q1028279 Q35794 Q2934691 Q11151861 Q755862 Q2594158 Q350 Q18509 Q249454 Q576477 Q16247016 Q30602349 Q512012 Q5025418	Q1072690	True	False	#document_id:TheMusicalTimes__1876-397.txt_1317	#document_date:1876	B-city
Baptiste Calkin	Q1449465	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
Boyton Smith	Q110136517	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
E. H. Thorne	Q5345615	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
W. G. Cusins	Q4208355	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
John Hullah	Q6253603	Q6253603 NIL	Q6253603	True	True	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
F. E. Gladstone	Q5480836	NIL	NIL	False	False	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
J. E. Richardson	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
J. Tilleard	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1875-388.txt_2737	#document_date:1875	B-person
The Boylston Clab	NIL	NIL	NIL	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_1227	#document_date:1875	B-organization
Mr Geos L. O3scoop	NIL	NIL	NIL	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_1227	#document_date:1875	B-person
Crescentini	Q552124	NIL NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1669	#document_date:1828	B-person
conservatory of Peris	Q463055	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1669	#document_date:1828	B-college
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q21	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_1263	#document_date:1824	B-country
Prince de la Tour d’Auvergne	Q3132295	NIL	NIL	False	False	#document_id:DwightSJournalOfMusic__1868-012.txt_711	#document_date:1868	B-person
Mr. Mure	NIL	Q6938272 Q3867391 Q1953650	Q3867391	False	False	#document_id:DwightSJournalOfMusic__1868-012.txt_711	#document_date:1868	B-person
Messrs. Clementi	Q193673	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1556	#document_date:1828	B-person
J. B. Cramer	Q455212	NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1556	#document_date:1828	B-person
Braham	NIL	Q922449 Q16860333	Q922449	False	False	#document_id:TheHarmonicon__1828-001.txt_1556	#document_date:1828	B-person
Moscheles	Q159551	NIL NIL	NIL	False	False	#document_id:TheHarmonicon__1828-001.txt_1556	#document_date:1828	B-person
Der Templer und die Jiidin	Q1197340	NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-work-of-art
Jews	Q7325	Q7325 Q2415143	Q7325	True	True	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-religious-group
Die Fremde ( La Straniera )	Q785347	NIL	NIL	False	False	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-work-of-art
Bellini	Q170209	Q17169 Q815994 Q2894949 Q5448700 Q313310 Q362558 Q290407 Q170209 Q21488941	Q21488941	True	False	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-person
Der Vampyr	Q253866	Q253866 Q5261234	Q5261234	True	False	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-work-of-art
Marschner	Q160063	Q160063 NIL	Q160063	True	True	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-person
Zampa	Q145935	Q145935 Q55473 Q8068687	Q145935	True	True	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-work-of-art
Herold	Q362639	Q13034925 Q443182 Q3502920 Q554004 Q5743430	Q3502920	False	False	#document_id:TheHarmonicon__1833-005.txt_1729	#document_date:1833	B-person
Miss Jennie H. Baxter	NIL	NIL	NIL	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_1399	#document_date:1875	B-person
C. Morgan	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2196	#document_date:1873	B-person
Mr. Braham	Q1699393	Q922449 Q16860333	Q922449	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3807	#document_date:1826	B-person
Weber	Q154812	Q2740047 Q764428 Q76707 Q7336817 Q7978736 NIL Q170804 Q9387 Q26754 Q535334 Q1280976 Q4018725 Q76889 Q7978742 Q16859916 Q7978737 Q63149 Q2586034 Q1409226 Q154812 NIL	Q63149	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_3807	#document_date:1826	B-person
Kidderminster Choral Society	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_2133	#document_date:1873	B-organization
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:TheHarmonicon__1824-016.txt_240	#document_date:1824	B-person
Lupus - street	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_36	#document_date:1873	B-street
Renfrew - street	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1873-366.txt_36	#document_date:1873	B-street
Glasgow	Q4093	Q1376339 Q1301596 Q8721 Q1182882 Q24463138 Q5566975 Q1762833 Q1529479 Q955640 Q18344684 Q959618 Q2671888 Q755788 Q5566732 Q4093 Q5566733 Q5566734 Q1871967 Q5566737	Q5566733	True	False	#document_id:TheMusicalTimes__1873-366.txt_36	#document_date:1873	B-city
Mr. De Beriot	Q385217	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1828-037.txt_3478	#document_date:1828	B-person
Fitzwilliam Music	Q1421448	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_188	#document_date:1826	B-book
Fitzwilliam Museum	Q1421440	Q1421440	Q1421440	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1826-029.txt_188	#document_date:1826	B-museum
England	Q21	Q21 Q1467810 Q47762 Q11755949 Q1087692 Q2251971 Q179876 Q79282 Q5377960 Q552608	Q47762	True	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1824-022.txt_31	#document_date:1824	B-country
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:TheMusicalTimes__1875-388.txt_949	#document_date:1875	B-person
Mr. Braham	NIL	Q922449 Q16860333	Q16860333	False	False	#document_id:TheMusicalWorld__1843-038.txt_278	#document_date:1843	B-person
No . 3	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-397.txt_1157	#document_date:1876	B-music
M. Tolbeeque	Q2871419	NIL	NIL	False	False	#document_id:TheMusicalWorld__1843-029.txt_47	#document_date:1843	B-person
Choral Society	NIL	Q131186 NIL	Q131186	True	False	#document_id:TheMusicalTimes__1876-397.txt_2140	#document_date:1876	B-organization
Sir Henry Bishop	Q1200639	Q1200639 Q7374008 Q3246794	Q1200639	True	True	#document_id:TheMusicalWorld__1843-038.txt_69	#document_date:1843	B-person
P , Kelly	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1320	#document_date:1876	B-person
C. Peters	NIL	Q5052088 Q265398 NIL	Q5052088	True	False	#document_id:TheMusicalTimes__1876-402.txt_1320	#document_date:1876	B-person
H. Stanbrook	NIL	NIL	NIL	True	True	#document_id:TheMusicalTimes__1876-402.txt_1320	#document_date:1876	B-person
Mestrino	Q1984708	Q34457 NIL	Q34457	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1526	#document_date:1825	B-person
Lord Dudley	Q8019995	Q4862331 NIL	Q4862331	False	False	#document_id:TheMusicalTimes__1875-388.txt_1017	#document_date:1875	B-person
Royal Albert Hall	Q193639	Q193639 NIL	Q193639	True	True	#document_id:TheMusicalTimes__1875-388.txt_1138	#document_date:1875	B-building
Cupis	NIL	NIL	NIL	True	True	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1927	#document_date:1825	B-person
Leclair	Q348875	Q56246527 NIL	Q56246527	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_1927	#document_date:1825	B-person
Anton Stradler	Q78623	NIL	NIL	False	False	#document_id:DwightSJournalOfMusic__1875-006.txt_394	#document_date:1875	B-person
Mozart	Q254	Q675546 Q254 Q6927889 Q937120 Q7997600 Q4300598 Q1951300 Q1000168 Q3327043	Q254	True	True	#document_id:DwightSJournalOfMusic__1875-006.txt_394	#document_date:1875	B-person
Covent Garden	Q55018	Q55019 Q38879 Q55018	Q55019	True	False	#document_id:TheHarmonicon__1832-012.txt_1126	#document_date:1832	B-theatre
Drury Lane	Q1756626	Q871539 Q1756626 Q1261392	Q1756626	True	True	#document_id:TheHarmonicon__1832-012.txt_1126	#document_date:1832	B-theatre
Maria Lune	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1824-016.txt_1256	#document_date:1824	B-person
Clementi and Co.	NIL	NIL	NIL	True	True	#document_id:TheHarmonicon__1824-016.txt_1256	#document_date:1824	B-company
Dr. Harington	Q18671401	NIL	NIL	False	False	#document_id:TheQuarterlyMusicalMagazineAndReview__1825-025.txt_4028	#document_date:1825	B-person
Ramsay	Q654775	Q3346295 Q24189953 Q560792 Q5238893 Q3418619 Q11890017 Q16881845 Q7290112 Q542265 Q5355885	Q24189953	False	False	#document_id:TheHarmonicon__1828-001.txt_1138	#document_date:1828	B-person
Scotland	Q22	Q496971 Q3474402 Q230791 Q7435626 Q7435627 Q2578696 Q972901 Q7435618 Q925575 Q2446275 Q5306342 Q506690 Q7435619 Q22 Q7435621 Q7435625 Q7435616 Q3476148	Q22	True	True	#document_id:TheHarmonicon__1828-001.txt_1138	#document_date:1828	B-country
